MLA Name,Age,Constituency,Gender ,Party,Membership,Education,Start of term,End of Term,Attendance,Attendance -State average,No. of Questions Asked,Question -State Average,Number Of Debates,Debate State Average,Note,Term,State,Images,image,Image,Gender,mp_note,Email,Contact,attendance,Start of Term
K.E. Shyam Kumar,50,Pattikonda,Male,Telugu Desam Party,Elected,Post Graduate,2024-06-04,In office,,,,,,,Member's data is taken from the election affidavits,16,Andhra Pradesh,K.E. Shyam Kumar.jpg,,,,,,,,
Anitha Vangalapudi,45,Payakaraopet,Female,Telugu Desam Party,Elected,Post Graduate,2024-06-04,In office,,,,,,,Member's data is taken from the election affidavits,16,Andhra Pradesh,Anitha Vangalapudi.jpg,,,,,,,,
Bhashyam Praveen,47,Pedakurapadu,Male,Telugu Desam Party,Elected,Graduate,2024-06-04,In office,,,,,,,Member's data is taken from the election affidavits,16,Andhra Pradesh,Bhashyam Praveen.jpg,,,,,,,,
Kagitha Krishnaprasad,42,Pedana,Male,Telugu Desam Party,Elected,Graduate,2024-06-04,In office,,,,,,,Member's data is taken from the election affidavits,16,Andhra Pradesh,Kagitha Krishnaprasad.jpg,,,,,,,,
China Rajappa Nimmakayala,71,Peddapuram,Male,Telugu Desam Party,Elected,Graduate,2024-06-04,In office,,,,,,,Member's data is taken from the election affidavits,16,Andhra Pradesh,China Rajappa Nimmakayala.jpg,,,,,,,,
Bode Prasad,56,Penamaluru,Male,Telugu Desam Party,Elected,Inter/ Higher Secondary,2024-06-04,In office,,,,,,,Member's data is taken from the election affidavits,16,Andhra Pradesh,Bode Prasad.jpg,,,,,,,,
Panchakarla Ramesh Babu,60,Pendurthi,Male,Janasena Party,Elected,Graduate,2024-06-04,In office,,,,,,,Member's data is taken from the election affidavits,16,Andhra Pradesh,Panchakarla Ramesh Babu.jpg,,,,,,,,
S. Savitha,47,Penukonda,Female,Telugu Desam Party,Elected,Graduate,2024-06-04,In office,,,,,,,Member's data is taken from the election affidavits,16,Andhra Pradesh,S. Savitha.jpg,,,,,,,,
Nallari Kishan Kumar Reddy,58,Pileru,Male,Telugu Desam Party,Elected,Graduate,2024-06-04,In office,,,,,,,Member's data is taken from the election affidavits,16,Andhra Pradesh,Nallari Kishan Kumar Reddy.jpg,,,,,,,,
Konidala Pawan Kalyan,55,Pithapuram,Male,Janasena Party,Elected,Inter/ Higher Secondary,2024-06-04,In office,,,,,,,Member's data is taken from the election affidavits,16,Andhra Pradesh,Konidala Pawan Kalyan.jpg,,,,,,,,
Chirri Balaraju,36,Polavaram,Male,Janasena Party,Elected,Graduate,2024-06-04,In office,,,,,,,Member's data is taken from the election affidavits,16,Andhra Pradesh,Chirri Balaraju.jpg,,,,,,,,
Dhulipalla Narendra Kumar,56,Ponnur,Male,Telugu Desam Party,Elected,Graduate,2024-06-04,In office,,,,,,,Member's data is taken from the election affidavits,16,Andhra Pradesh,Dhulipalla Narendra Kumar.jpg,,,,,,,,
Varupula Satya Prabha,45,Prathipadu,Female,Telugu Desam Party,Elected,Post Graduate,2024-06-04,In office,,,,,,,Member's data is taken from the election affidavits,16,Andhra Pradesh,Varupula Satya Prabha.jpg,,,,,,,,
Burla Ramanjaneyulu,65,Prathipadu (Sc),Male,Telugu Desam Party,Elected,Post Graduate,2024-06-04,In office,,,,,,,Member's data is taken from the election affidavits,16,Andhra Pradesh,Burla Ramanjaneyulu.jpg,,,,,,,,
Nandyala Varada Rajula Reddy,82,Proddatur,Male,Telugu Desam Party,Elected,Inter/ Higher Secondary,2024-06-04,In office,,,,,,,Member's data is taken from the election affidavits,16,Andhra Pradesh,Nandyala Varada Rajula Reddy.jpg,,,,,,,,
Ys Jagan Mohan Reddy,51,Pulivendla,Male,Yuvajana Sramika Rythu Congress Party,Elected,Graduate,2024-06-04,In office,,,,,,,Member's data is taken from the election affidavits,16,Andhra Pradesh,Ys Jagan Mohan Reddy.jpg,,,,,,,,
Peddireddi Ramachandra Reddy,71,Punganur,Male,Yuvajana Sramika Rythu Congress Party,Elected,Post Graduate,2024-06-04,In office,,,,,,,Member's data is taken from the election affidavits,16,Andhra Pradesh,Peddireddi Ramachandra Reddy.jpg,,,,,,,,
K Murali Mohan,45,Puthalapattu (Sc),Male,Telugu Desam Party,Elected,Post Graduate,2024-06-04,In office,,,,,,,Member's data is taken from the election affidavits,16,Andhra Pradesh,K Murali Mohan.jpg,,,,,,,,
Palle Sindhura Reddy,34,Puttaparthi,Female,Telugu Desam Party,Elected,Post Graduate,2024-06-04,In office,,,,,,,Member's data is taken from the election affidavits,16,Andhra Pradesh,Palle Sindhura Reddy.jpg,,,,,,,,
Adireddy Srinivas,42,Rajahmundry City,Male,Telugu Desam Party,Elected,Graduate,2024-06-04,In office,,,,,,,Member's data is taken from the election affidavits,16,Andhra Pradesh,Adireddy Srinivas.jpg,,,,,,,,
Gorantla Butchaiah Choudary,78,Rajahmundry Rural,Male,Telugu Desam Party,Elected,Graduate,2024-06-04,In office,,,,,,,Member's data is taken from the election affidavits,16,Andhra Pradesh,Gorantla Butchaiah Choudary.jpg,,,,,,,,
Kondru Murali Mohan,54,Rajam,Male,Telugu Desam Party,Elected,Graduate,2024-06-04,In office,,,,,,,Member's data is taken from the election affidavits,16,Andhra Pradesh,Kondru Murali Mohan.jpg,,,,,,,,
Akepati Amarnath Reddy,64,Rajampet,Male,Yuvajana Sramika Rythu Congress Party,Elected,Inter/ Higher Secondary,2024-06-04,In office,,,,,,,Member's data is taken from the election affidavits,16,Andhra Pradesh,Akepati Amarnath Reddy.jpg,,,,,,,,
Bathula Balaramakrishna S/O Gangarao,49,Rajanagaram,Male,Janasena Party,Elected,Inter/ Higher Secondary,2024-06-04,In office,,,,,,,Member's data is taken from the election affidavits,16,Andhra Pradesh,Bathula Balaramakrishna S/O Gangarao.jpg,,,,,,,,
Vasamsetti Subash,46,Ramachandrapuram,Male,Telugu Desam Party,Elected,Graduate,2024-06-04,In office,,,,,,,Member's data is taken from the election affidavits,16,Andhra Pradesh,Vasamsetti Subash.jpg,,,,,,,,
Miriyala Sirisha Devi,30,Rampachodavaram,Female,Telugu Desam Party,Elected,Graduate,2024-06-04,In office,,,,,,,Member's data is taken from the election affidavits,16,Andhra Pradesh,Miriyala Sirisha Devi.jpg,,,,,,,,
Paritala Sunithamma,54,Raptadu,Female,Telugu Desam Party,Elected,Inter/ Higher Secondary,2024-06-04,In office,,,,,,,Member's data is taken from the election affidavits,16,Andhra Pradesh,Paritala Sunithamma.jpg,,,,,,,,
Mandipalli Ramprasad Reddy,42,Rayachoti,Male,Telugu Desam Party,Elected,Inter/ Higher Secondary,2024-06-04,In office,,,,,,,Member's data is taken from the election affidavits,16,Andhra Pradesh,Mandipalli Ramprasad Reddy.jpg,,,,,,,,
Kalava Srinivasulu,59,Rayadurg,Male,Telugu Desam Party,Elected,Post Graduate,2024-06-04,In office,,,,,,,Member's data is taken from the election affidavits,16,Andhra Pradesh,Kalava Srinivasulu.jpg,,,,,,,,
Deva Varaprasad,64,Razole,Male,Janasena Party,Elected,Post Graduate,2024-06-04,In office,,,,,,,Member's data is taken from the election affidavits,16,Andhra Pradesh,Deva Varaprasad.jpg,,,,,,,,
Anagani Satya Prasad,52,Repalle,Male,Telugu Desam Party,Elected,Graduate,2024-06-04,In office,,,,,,,Member's data is taken from the election affidavits,16,Andhra Pradesh,Anagani Satya Prasad.jpg,,,,,,,,
Gummidi Sandhyarani,51,Salur,Female,Telugu Desam Party,Elected,Graduate,2024-06-04,In office,,,,,,,Member's data is taken from the election affidavits,16,Andhra Pradesh,Gummidi Sandhyarani.jpg,,,,,,,,
Vijay Kumar B.N,56,Santhanuthalapadu (Sc),Male,Telugu Desam Party,Elected,Graduate,2024-06-04,In office,,,,,,,Member's data is taken from the election affidavits,16,Andhra Pradesh,Vijay Kumar B.N.jpg,,,,,,,,
Chandra Mohan Reddy Somireddy,68,Sarvepalli,Male,Telugu Desam Party,Elected,Inter/ Higher Secondary,2024-06-04,In office,,,,,,,Member's data is taken from the election affidavits,16,Andhra Pradesh,Chandra Mohan Reddy Somireddy.jpg,,,,,,,,
Kanna Lakshminarayana,69,Sattenapalle,Male,Telugu Desam Party,Elected,Graduate,2024-06-04,In office,,,,,,,Member's data is taken from the election affidavits,16,Andhra Pradesh,Kanna Lakshminarayana.jpg,,,,,,,,
Koneti Adimulam,72,Satyavedu,Male,Telugu Desam Party,Elected,Graduate,2024-06-04,In office,,,,,,,Member's data is taken from the election affidavits,16,Andhra Pradesh,Koneti Adimulam.jpg,,,,,,,,
Bandaru Sravani Sree,34,Singanamala (Sc),Female,Telugu Desam Party,Elected,Post Graduate,2024-06-04,In office,,,,,,,Member's data is taken from the election affidavits,16,Andhra Pradesh,Bandaru Sravani Sree.jpg,,,,,,,,
Gondu Shankar,47,Srikakulam,Male,Telugu Desam Party,Elected,Graduate,2024-06-04,In office,,,,,,,Member's data is taken from the election affidavits,16,Andhra Pradesh,Gondu Shankar.jpg,,,,,,,,
Bojjala Venkata Sudhir Reddy,44,Srikalahasti,Male,Telugu Desam Party,Elected,Post Graduate,2024-06-04,In office,,,,,,,Member's data is taken from the election affidavits,16,Andhra Pradesh,Bojjala Venkata Sudhir Reddy.jpg,,,,,,,,
Budda Rajasekhara Reddy,57,Srisailam,Male,Telugu Desam Party,Elected,Graduate,2024-06-04,In office,,,,,,,Member's data is taken from the election affidavits,16,Andhra Pradesh,Budda Rajasekhara Reddy.jpg,,,,,,,,
Kolla Lalitha Kumari,54,Srungavarapukota,Female,Telugu Desam Party,Elected,Inter/ Higher Secondary,2024-06-04,In office,,,,,,,Member's data is taken from the election affidavits,16,Andhra Pradesh,Kolla Lalitha Kumari.jpg,,,,,,,,
Nelavala Vijayasree,37,Sullurpeta,Female,Telugu Desam Party,Elected,Graduate,2024-06-04,In office,,,,,,,Member's data is taken from the election affidavits,16,Andhra Pradesh,Nelavala Vijayasree.jpg,,,,,,,,
Bolisetty Srinivas,62,Tadepalligudem,Male,Janasena Party,Elected,Inter/ Higher Secondary,2024-06-04,In office,,,,,,,Member's data is taken from the election affidavits,16,Andhra Pradesh,Bolisetty Srinivas.jpg,,,,,,,,
Tenali Sravan Kumar,60,Tadikonda (Sc),Male,Telugu Desam Party,Elected,Post Graduate,2024-06-04,In office,,,,,,,Member's data is taken from the election affidavits,16,Andhra Pradesh,Tenali Sravan Kumar.jpg,,,,,,,,
Ashmit Reddy J.C,41,Tadpatri,Male,Telugu Desam Party,Elected,Post Graduate,2024-06-04,In office,,,,,,,Member's data is taken from the election affidavits,16,Andhra Pradesh,Ashmit Reddy J.C.jpg,,,,,,,,
Arimilli Radha Krishna,50,Tanuku,Male,Telugu Desam Party,Elected,Post Graduate,2024-06-04,In office,,,,,,,Member's data is taken from the election affidavits,16,Andhra Pradesh,Arimilli Radha Krishna.jpg,,,,,,,,
Atchannaidu Kinjarapu,55,Tekkali,Male,Telugu Desam Party,Elected,Inter/ Higher Secondary,2024-06-04,In office,,,,,,,Member's data is taken from the election affidavits,16,Andhra Pradesh,Atchannaidu Kinjarapu.jpg,,,,,,,,
Nadendla Manohar,60,Tenali,Male,Janasena Party,Elected,Post Graduate,2024-06-04,In office,,,,,,,Member's data is taken from the election affidavits,16,Andhra Pradesh,Nadendla Manohar.jpg,,,,,,,,
P. Dwarakanatha Reddy,56,Thamballapalle,Male,Yuvajana Sramika Rythu Congress Party,Elected,Inter/ Higher Secondary,2024-06-04,In office,,,,,,,Member's data is taken from the election affidavits,16,Andhra Pradesh,P. Dwarakanatha Reddy.jpg,,,,,,,,
Aranii Srenevasulu,72,Tirupati,Male,Janasena Party,Elected,Inter/ Higher Secondary,2024-06-04,In office,,,,,,,Member's data is taken from the election affidavits,16,Andhra Pradesh,Aranii Srenevasulu.jpg,,,,,,,,
Kolikapudi Srinivasa Rao,55,Tiruvuru (Sc),Male,Telugu Desam Party,Elected,Post Graduate,2024-06-04,In office,,,,,,,Member's data is taken from the election affidavits,16,Andhra Pradesh,Kolikapudi Srinivasa Rao.jpg,,,,,,,,
Divya Yanamala,40,Tuni,Female,Telugu Desam Party,Elected,Post Graduate,2024-06-04,In office,,,,,,,Member's data is taken from the election affidavits,16,Andhra Pradesh,Divya Yanamala.jpg,,,,,,,,
Kakarla Suresh,52,Udayagiri,Male,Telugu Desam Party,Elected,Graduate,2024-06-04,In office,,,,,,,Member's data is taken from the election affidavits,16,Andhra Pradesh,Kakarla Suresh.jpg,,,,,,,,
Kanumuru Raghu Rama Krishna Raju (R R R),62,Undi,Male,Telugu Desam Party,Elected,Post Graduate,2024-06-04,In office,,,,,,,Member's data is taken from the election affidavits,16,Andhra Pradesh,Kanumuru Raghu Rama Krishna Raju (R R R).jpg,,,,,,,,
Dharmaraju Patsamatla,43,Ungutur,Male,Janasena Party,Elected,Inter/ Higher Secondary,2024-06-04,In office,,,,,,,Member's data is taken from the election affidavits,16,Andhra Pradesh,Dharmaraju Patsamatla.jpg,,,,,,,,
Payyavula Keshav,59,Uravakonda,Male,Telugu Desam Party,Elected,Graduate,2024-06-04,In office,,,,,,,Member's data is taken from the election affidavits,16,Andhra Pradesh,Payyavula Keshav.jpg,,,,,,,,
Ananda Babu Nakka,58,Vemuru (Sc),Male,Telugu Desam Party,Elected,Graduate,2024-06-04,In office,,,,,,,Member's data is taken from the election affidavits,16,Andhra Pradesh,Ananda Babu Nakka.jpg,,,,,,,,
Kurugondla Ramakrishna,62,Venkatagiri,Male,Telugu Desam Party,Elected,Inter/ Higher Secondary,2024-06-04,In office,,,,,,,Member's data is taken from the election affidavits,16,Andhra Pradesh,Kurugondla Ramakrishna.jpg,,,,,,,,
Bonda Umamaheswararao,58,Vijayawada Central,Male,Telugu Desam Party,Elected,Inter/ Higher Secondary,2024-06-04,In office,,,,,,,Member's data is taken from the election affidavits,16,Andhra Pradesh,Bonda Umamaheswararao.jpg,,,,,,,,
Gadde Rama Mohan,67,Vijayawada East,Male,Telugu Desam Party,Elected,Post Graduate,2024-06-04,In office,,,,,,,Member's data is taken from the election affidavits,16,Andhra Pradesh,Gadde Rama Mohan.jpg,,,,,,,,
Yalamanchili Satyanarayana Chowdary (Sujana Chowdary),62,Vijayawada West,Male,Bharatiya Janata Party,Elected,Post Graduate,2024-06-04,In office,,,,,,,Member's data is taken from the election affidavits,16,Andhra Pradesh,Yalamanchili Satyanarayana Chowdary (Sujana Chowdary).jpg,,,,,,,,
Gonuguntla Venkata Siva Sita Rama Anzanneyllu,58,Vinukonda,Male,Telugu Desam Party,Elected,Graduate,2024-06-04,In office,,,,,,,Member's data is taken from the election affidavits,16,Andhra Pradesh,Gonuguntla Venkata Siva Sita Rama Anzanneyllu.jpg,,,,,,,,
Ramakrishna Babu Velagapudi,64,Visakhapatnam East,Male,Telugu Desam Party,Elected,Graduate,2024-06-04,In office,,,,,,,Member's data is taken from the election affidavits,16,Andhra Pradesh,Ramakrishna Babu Velagapudi.jpg,,,,,,,,
Vishnu Kumar Raju Penmetsa,62,Visakhapatnam North,Male,Bharatiya Janata Party,Elected,Graduate,2024-06-04,In office,,,,,,,Member's data is taken from the election affidavits,16,Andhra Pradesh,Vishnu Kumar Raju Penmetsa.jpg,,,,,,,,
Ch.Vamsi Krishna Srinivas,50,Visakhapatnam South,Male,Janasena Party,Elected,Post Graduate,2024-06-04,In office,,,,,,,Member's data is taken from the election affidavits,16,Andhra Pradesh,Ch.Vamsi Krishna Srinivas.jpg,,,,,,,,
P.G.V.R.Naidu(Ganababu),54,Visakhapatnam West,Male,Telugu Desam Party,Elected,Graduate,2024-06-04,In office,,,,,,,Member's data is taken from the election affidavits,16,Andhra Pradesh,P.G.V.R.Naidu(Ganababu).jpg,,,,,,,,
Aditi Vijayalakshmi Gajapathi Raju Pusapati,41,Vizianagaram,Female,Telugu Desam Party,Elected,Post Graduate,2024-06-04,In office,,,,,,,Member's data is taken from the election affidavits,16,Andhra Pradesh,Aditi Vijayalakshmi Gajapathi Raju Pusapati.jpg,,,,,,,,
Sundarapu Vijay Kumar,44,Yelamanchili,Male,Janasena Party,Elected,Inter/ Higher Secondary,2024-06-04,In office,,,,,,,Member's data is taken from the election affidavits,16,Andhra Pradesh,Sundarapu Vijay Kumar.jpg,,,,,,,,
B. Jayanageswara Reddy,47,Yemmiganur,Male,Telugu Desam Party,Elected,Graduate,2024-06-04,In office,,,,,,,Member's data is taken from the election affidavits,16,Andhra Pradesh,B. Jayanageswara Reddy.jpg,,,,,,,,
Chandra Sekhar Tatiparthi,44,Yerragondapalem (Sc),Male,Yuvajana Sramika Rythu Congress Party,Elected,Graduate,2024-06-04,In office,,,,,,,Member's data is taken from the election affidavits,16,Andhra Pradesh,Chandra Sekhar Tatiparthi.jpg,,,,,,,,
Kento Jini,48,Along East,Male,Bharatiya Janata Party,Elected,Graduate,2024-06-04,In office,,,,,,,Member's data is taken from election affidavit 2024,8,Arunachal Pradesh,,Kento Jini.jpg,,,,,,,
Topin Ete,49,Along West,Male,Bharatiya Janata Party,Elected,Graduate,2024-06-04,In office,,,,,,,Member's data is taken from election affidavit 2025,8,Arunachal Pradesh,,Topin Ete.jpg,,,,,,,
Mopi Mihu,52,Anini,Male,Bharatiya Janata Party,Elected,Inter/ Higher Secondary,2024-06-04,In office,,,,,,,Member's data is taken from election affidavit 2026,8,Arunachal Pradesh,,Mopi Mihu.jpg,,,,,,,
Kumar Waii,52,Bameng,Male,Indian National Congress,Elected,Inter/ Higher Secondary,2024-06-04,In office,,,,,,,Member's data is taken from election affidavit 2027,8,Arunachal Pradesh,,Kumar Waii.jpg,,,,,,,
Nyabi Jini Dirchi,47,Basar,Female,Bharatiya Janata Party,Elected,Graduate,2024-06-04,In office,,,,,,,Member's data is taken from election affidavit 2028,8,Arunachal Pradesh,,Nyabi Jini Dirchi.jpg,,,,,,,
Dongru Siongju,55,Bomdila,Male,Bharatiya Janata Party,Elected,Inter/ Higher Secondary,2024-06-04,In office,,,,,,,Member's data is taken from election affidavit 2029,8,Arunachal Pradesh,,Dongru Siongju.jpg,,,,,,,
Nikh Kamin,57,Bordumsa-Diyun,Male,Nationalist Congress Party,Elected,Graduate,2024-06-04,In office,,,,,,,Member's data is taken from election affidavit 2030,8,Arunachal Pradesh,,Nikh Kamin.jpg,,,,,,,
Wanglin Lowangdong,68,Borduria-Bogapani,Male,Bharatiya Janata Party,Elected,Graduate,2024-06-04,In office,,,,,,,Member's data is taken from election affidavit 2031,8,Arunachal Pradesh,,Wanglin Lowangdong.jpg,,,,,,,
Tesam Pongte,49,Changlang North,Male,Bharatiya Janata Party,Elected,Graduate,2024-06-04,In office,,,,,,,Member's data is taken from election affidavit 2032,8,Arunachal Pradesh,,Tesam Pongte.jpg,,,,,,,
Hamjong Tangha,47,Changlang South,Male,Bharatiya Janata Party,Elected,Inter/ Higher Secondary,2024-06-04,In office,,,,,,,Member's data is taken from election affidavit 2033,8,Arunachal Pradesh,,Hamjong Tangha.jpg,,,,,,,
Hayeng Mangfi,48,Chayangtajo,Male,Bharatiya Janata Party,Elected,Graduate,2024-06-04,In office,,,,,,,Member's data is taken from election affidavit 2034,8,Arunachal Pradesh,,Hayeng Mangfi.jpg,,,,,,,
Chowna Mein,73,Chowkham,Male,Bharatiya Janata Party,Elected,Graduate,2024-06-04,In office,,,,,,,Member's data is taken from election affidavit 2035,8,Arunachal Pradesh,,Chowna Mein.jpg,,,,,,,
Puinnyo Apum,53,Dambuk,Male,Bharatiya Janata Party,Elected,Inter/ Higher Secondary,2024-06-04,In office,,,,,,,Member's data is taken from election affidavit 2036,8,Arunachal Pradesh,,Puinnyo Apum.jpg,,,,,,,
Taniya Soki,58,Daporijo,Male,Bharatiya Janata Party,Elected,Graduate,2024-06-04,In office,,,,,,,Member's data is taken from election affidavit 2037,8,Arunachal Pradesh,,Taniya Soki.jpg,,,,,,,
Phurpa Tsering,53,Dirang,Male,Bharatiya Janata Party,Elected,Inter/ Higher Secondary,2024-06-04,In office,,,,,,,Member's data is taken from election affidavit 2038,8,Arunachal Pradesh,,Phurpa Tsering.jpg,,,,,,,
Nabam Vivek,51,Doimukh,Male,People's Party of Arunachal,Elected,Post Graduate,2024-06-04,In office,,,,,,,Member's data is taken from election affidavit 2039,8,Arunachal Pradesh,,Nabam Vivek.jpg,,,,,,,
Rode Bui,52,Dumporijo,Male,Bharatiya Janata Party,Elected,Inter/ Higher Secondary,2024-06-04,In office,,,,,,,Member's data is taken from election affidavit 2040,8,Arunachal Pradesh,,Rode Bui.jpg,,,,,,,
Dasanglu Pul,46,Hayuliang,Female,Bharatiya Janata Party,Elected,Inter/ Higher Secondary,2024-06-04,In office,,,,,,,Member's data is taken from election affidavit 2041,8,Arunachal Pradesh,,Dasanglu Pul.jpg,,,,,,,
Techi Kaso,66,Itanagar,Male,Bharatiya Janata Party,Elected,Inter/ Higher Secondary,2024-06-04,In office,,,,,,,Member's data is taken from election affidavit 2042,8,Arunachal Pradesh,,Techi Kaso.jpg,,,,,,,
Tseten Chombay Kee,40,Kalaktang,Male,Bharatiya Janata Party,Elected,Graduate,2024-06-04,In office,,,,,,,Member's data is taken from election affidavit 2043,8,Arunachal Pradesh,,Tseten Chombay Kee.jpg,,,,,,,
Gabriel Denwang Wangsu,51,Kanubari,Male,Bharatiya Janata Party,Elected,Graduate,2024-06-04,In office,,,,,,,Member's data is taken from election affidavit 2044,8,Arunachal Pradesh,,Gabriel Denwang Wangsu.jpg,,,,,,,
Wanglam Sawin,55,Khonsa East,Male,Independent,Elected,Inter/ Higher Secondary,2024-06-04,In office,,,,,,,Member's data is taken from election affidavit 2045,8,Arunachal Pradesh,,Wanglam Sawin.jpg,,,,,,,
Chakat Aboh,46,Khonsa West,Female,Bharatiya Janata Party,Elected,Inter/ Higher Secondary,2024-06-04,In office,,,,,,,Member's data is taken from election affidavit 2046,8,Arunachal Pradesh,,Chakat Aboh.jpg,,,,,,,
Pani Taram,49,Koloriang,Male,Bharatiya Janata Party,Elected,Graduate,2024-06-04,In office,,,,,,,Member's data is taken from election affidavit 2047,8,Arunachal Pradesh,,Pani Taram.jpg,,,,,,,
Likha Soni,43,Lekang,Male,Nationalist Congress Party,Elected,Information Not Available,2024-06-04,In office,,,,,,,Member's data is taken from election affidavit 2048,8,Arunachal Pradesh,,Likha Soni.jpg,,,,,,,
Kardo Nyigyor,50,Likabali,Male,Bharatiya Janata Party,Elected,Inter/ Higher Secondary,2024-06-04,In office,,,,,,,Member's data is taken from election affidavit 2049,8,Arunachal Pradesh,,Kardo Nyigyor.jpg,,,,,,,
Pesi Jilen,55,Liromoba,Male,National Peoples Party,Elected,Inter/ Higher Secondary,2024-06-04,In office,,,,,,,Member's data is taken from election affidavit 2050,8,Arunachal Pradesh,,Pesi Jilen.jpg,,,,,,,
Thangwang Wangham,54,Longding-Pumao,Male,National Peoples Party,Elected,Graduate,2024-06-04,In office,,,,,,,Member's data is taken from election affidavit 2051,8,Arunachal Pradesh,,Thangwang Wangham.jpg,,,,,,,
Tsering Lhamu,50,Lumla,Female,Bharatiya Janata Party,Elected,Post Graduate,2024-06-04,In office,,,,,,,Member's data is taken from election affidavit 2052,8,Arunachal Pradesh,,Tsering Lhamu.jpg,,,,,,,
Oni Panyang,47,Mariyang-Geku,Male,National Peoples Party,Elected,Graduate,2024-06-04,In office,,,,,,,Member's data is taken from election affidavit 2053,8,Arunachal Pradesh,,Oni Panyang.jpg,,,,,,,
Oken Tayeng,51,Mebo,Male,People's Party of Arunachal,Elected,Graduate,2024-06-04,In office,,,,,,,Member's data is taken from election affidavit 2054,8,Arunachal Pradesh,,Oken Tayeng.jpg,,,,,,,
Pasang Dorjee Sona,52,Mechuka,Male,Bharatiya Janata Party,Elected,Graduate,2024-06-04,In office,,,,,,,Member's data is taken from election affidavit 2055,8,Arunachal Pradesh,,Pasang Dorjee Sona.jpg,,,,,,,
Kamlung Mosang,61,Miao,Male,Bharatiya Janata Party,Elected,Graduate,2024-06-04,In office,,,,,,,Member's data is taken from election affidavit 2056,8,Arunachal Pradesh,,Kamlung Mosang.jpg,,,,,,,
